U
738,1070,1124,882,830,815,957,1188,1377,1532,1697,1627,1648,1509,1052,919,1111,1221,879,894,726
449,603,610,392,462,547,804,1074,1200,1401,1367,1165,820,123,73,198,368,279,105,44,-213
246,427,489,305,346,452,648,926,999,954,852,405,14,-505,-452,-512,-522,-434,-420,-589,-620
67,266,405,273,303,294,495,608,581,591,157,-111,-575,-957,-1164,-1213,-1091,-1040,-991,-1169,-1198
155,31,177,203,182,220,457,251,326,59,-221,-545,-1060,-1460,-1767,-1696,-1547,-1506,-1286,-1143,-1715
189,91,-184,61,97,169,247,-104,-224,-544,-1016,-1243,-1752,-1974,-2091,-2178,-2114,-1852,-1371,-484,-1097
334,301,174,127,33,98,13,-242,-516,-1204,-1670,-1668,-1695,-1757,-2156,-2806,-2662,-2215,-1702,-979,-245
788,718,761,583,205,159,-96,-326,-850,-1430,-1703,-1545,-1238,-998,-1041,-1617,-2206,-2710,-2306,-1021,-635
892,873,972,921,409,174,-146,-533,-1215,-1442,-1500,-1303,-962,-494,-173,-316,-642,-1856,-2430,-1723,-1287
582,530,744,861,705,348,-150,-961,-1505,-1450,-1291,-973,-609,-391,-541,-432,57,-1441,-1592,-2037,-1432
525,502,583,546,612,-113,-669,-1265,-1633,-1504,-1082,-775,-525,-456,-1060,-693,395,-355,-1001,-1394,-1712
498,555,305,-182,-672,-1178,-1261,-1528,-1636,-1639,-1304,-836,-678,-774,-497,-717,-651,-898,-1265,-1116,-1440
77,258,-322,-830,-1053,-1449,-1689,-1756,-1617,-1599,-1369,-979,-882,-962,-319,44,-514,-997,-1437,-1043,-1508
-687,-462,-690,-925,-1305,-1668,-1852,-1656,-1525,-1460,-1195,-916,-727,-874,-387,448,-739,-785,-1411,-987,-1019
-1710,-1405,-1315,-1379,-1766,-1957,-1969,-1629,-1563,-1515,-1115,-893,-615,-148,627,-209,-971,-1281,-1345,-1105,-863
-1926,-2397,-2277,-2047,-2118,-2195,-1945,-1656,-1641,-1541,-1037,-861,-532,352,1084,-586,-854,-1309,-1140,-1104,-1262
-1930,-2472,-2479,-2295,-2182,-2034,-1909,-1676,-1509,-1461,-1052,-729,-209,833,-262,-825,-842,-895,-1117,-805,-746
-1355,-1899,-2101,-2093,-1887,-1621,-1440,-1430,-1265,-1303,-1107,-667,14,1019,-482,-1111,-849,-508,-780,-537,-456
-1345,-1655,-1801,-1808,-1739,-1482,-1048,-883,-892,-1004,-1003,-694,65,859,40,-405,-395,-570,-613,-382,-241
-542,-1030,-1408,-1658,-1673,-1286,-830,-573,-391,-505,-891,-682,46,962,95,-359,-719,-527,-561,-571,-414
-341,-778,-1139,-1263,-1323,-1005,-456,-236,-204,-202,-454,-1110,-412,732,-195,-365,-480,-548,-593,-515,-472
V
-574,-659,-238,128,-13,-469,-590,-485,-606,-776,-740,-824,-895,-964,-1454,-1908,-1951,-1625,-1623,-1511,-1280
-495,-378,-41,206,117,-268,-437,-606,-653,-811,-1019,-1212,-1509,-1774,-1990,-1927,-1921,-1854,-1815,-1797,-1643
-158,-60,125,-45,-197,-213,-342,-594,-810,-964,-1010,-1313,-1598,-1640,-1595,-1713,-1749,-1831,-1895,-1786,-1722
238,265,272,2,-111,-282,-535,-977,-1068,-942,-861,-1002,-1280,-1236,-1292,-1493,-1597,-1811,-1745,-1407,-1925
-13,555,454,108,-198,-266,-616,-1069,-1187,-1033,-603,-682,-918,-800,-997,-1190,-1475,-1937,-1774,-1136,-1881
-716,-44,470,247,-67,-354,-765,-1146,-1246,-928,-606,-620,-483,-291,-639,-962,-1449,-1899,-2082,-1294,-1162
-1159,-576,-125,54,-166,-569,-883,-1015,-934,-691,-580,-498,-24,0,-358,-891,-1330,-1796,-2286,-2032,-478
-991,-915,-606,-203,-201,-476,-782,-731,-733,-535,-308,-282,10,-41,43,-36,-523,-1637,-2607,-2986,-1593
-310,-542,-649,-302,-90,-243,-472,-405,-484,-247,68,-39,-114,-254,8,796,777,-486,-2478,-2944,-1455
91,26,-321,-394,-117,-281,-167,-138,-93,-205,75,-1,-86,-243,-199,435,766,81,-1021,-2200,-1480
75,71,-252,-445,-528,-508,-149,-186,-324,-362,-241,-74,-142,-250,-618,318,830,345,-596,-1034,-1585
-177,-302,-426,-676,-671,-346,-248,-339,-492,-553,-763,-656,-424,-249,48,208,9,-43,218,-668,-1623
-535,-570,-363,-539,-348,-202,-564,-630,-530,-651,-943,-1218,-813,-178,463,872,79,398,-178,-356,-1292
-1132,-447,-200,-90,-163,-254,-646,-811,-772,-966,-1085,-1139,-924,-366,645,581,-22,-47,90,-79,-596
-1918,-943,71,233,-3,-291,-854,-1034,-1170,-1284,-1257,-1071,-927,-580,763,302,-96,-457,-344,-307,-326
-1675,-1362,-484,90,-46,-439,-850,-1242,-1490,-1448,-1380,-1249,-1175,-599,259,49,-84,137,61,-87,-228
-1439,-1141,-861,-630,-719,-991,-1184,-1474,-1642,-1593,-1443,-1369,-1109,-426,-6,-83,-138,-124,-188,-85,-99
-814,-982,-832,-770,-1057,-1440,-1539,-1509,-1581,-1682,-1553,-1307,-652,-333,-78,223,9,-74,-141,-268,-579
-87,-268,-490,-557,-852,-1469,-1772,-1834,-1690,-1618,-1565,-1555,-717,-393,-202,357,-68,-324,-314,-438,-665
116,190,172,-14,-464,-1098,-1502,-1839,-1920,-1636,-1467,-1404,-1117,-529,407,-194,-429,-285,-270,-497,-625
438,629,487,89,-219,-699,-1018,-1269,-1356,-1196,-900,-995,-1308,-568,-168,144,156,-35,-232,-367,-528
